date,building,source,consumption_kwh,cost_usd
2024-09-23,Building D,Grid,171.9,16.13
2024-09-24,Building A,Diesel,226.5,22.93
2024-09-24,Building B,Wind,152.48,17.39
2024-09-24,Building C,Diesel,244.79,35.82
2024-09-24,Building D,Grid,269.3,34.09
2024-09-24,Building A,Wind,482.65,40.87
2024-09-24,Building B,Wind,367.71,45.06
2024-09-24,Building C,Grid,155.82,22.75
2024-09-24,Building D,Grid,237.36,19.2
2024-09-24,Building A,Wind,334.18,34.65
2024-09-24,Building B,Wind,357.83,39.37
2024-09-24,Building C,Solar,319.6,37.42
2024-09-24,Building D,Wind,376.14,51.34
2024-09-24,Building A,Grid,216.31,32.0
2024-09-24,Building B,Solar,57.97,6.14
2024-09-24,Building C,Grid,144.26,14.83
2024-09-24,Building D,Grid,459.57,65.8
2024-09-25,Building A,Diesel,404.06,48.02
2024-09-25,Building B,Wind,364.25,52.14
2024-09-25,Building C,Wind,401.72,48.23
2024-09-25,Building D,Grid,368.65,45.22
2024-09-25,Building A,Grid,269.86,30.46
2024-09-25,Building B,Solar,191.06,27.06
2024-09-25,Building C,Diesel,387.59,47.93
2024-09-25,Building D,Solar,288.16,32.39
2024-09-25,Building A,Wind,80.12,8.59
2024-09-25,Building B,Grid,406.08,40.34
2024-09-25,Building C,Grid,213.7,28.73
2024-09-25,Building D,Diesel,160.96,20.01
2024-09-25,Building A,Wind,210.28,25.96
2024-09-25,Building B,Grid,402.66,59.18
2024-09-25,Building C,Diesel,493.38,60.36
2024-09-25,Building D,Grid,420.86,52.7
2024-09-26,Building A,Solar,183.03,15.42
2024-09-26,Building B,Grid,285.58,32.92
2024-09-26,Building C,Grid,405.82,44.48
2024-09-26,Building D,Solar,184.18,17.37
2024-09-26,Building A,Wind,61.38,7.71
2024-09-26,Building B,Diesel,85.42,9.61
2024-09-26,Building C,Grid,251.01,26.79
2024-09-26,Building D,Grid,317.23,42.22
2024-09-26,Building A,Solar,471.61,52.78
2024-09-26,Building B,Grid,367.83,41.1
2024-09-26,Building C,Grid,313.92,32.21
2024-09-26,Building D,Solar,105.76,14.88
2024-09-26,Building A,Diesel,215.97,22.04
2024-09-26,Building B,Diesel,297.56,36.9
2024-09-26,Building C,Wind,227.99,23.45
2024-09-26,Building D,Solar,339.63,34.87
2024-09-27,Building A,Solar,447.47,37.55
2024-09-27,Building B,Grid,273.5,39.63
2024-09-27,Building C,Grid,118.21,13.78
2024-09-27,Building D,Grid,91.34,9.61
2024-09-27,Building A,Wind,202.17,22.01
2024-09-27,Building B,Solar,271.61,32.09
2024-09-27,Building C,Diesel,338.82,36.5
2024-09-27,Building D,Grid,296.64,25.59
2024-09-27,Building A,Grid,251.82,22.18
2024-09-27,Building B,Wind,152.33,12.79
2024-09-27,Building C,Solar,73.62,10.23
2024-09-27,Building D,Grid,265.41,22.02
2024-09-27,Building A,Grid,477.48,70.1
2024-09-27,Building B,Grid,275.26,28.24
2024-09-27,Building C,Diesel,58.67,7.84
2024-09-27,Building D,Diesel,60.58,7.88
2024-09-28,Building A,Diesel,297.51,24.64
2024-09-28,Building B,Solar,143.98,17.39
2024-09-28,Building C,Solar,207.22,17.75
2024-09-28,Building D,Wind,279.12,38.53
2024-09-28,Building A,Diesel,145.75,17.13
2024-09-28,Building B,Wind,169.54,18.01
2024-09-28,Building C,Diesel,121.94,11.48
2024-09-28,Building D,Wind,200.52,20.63
2024-09-28,Building A,Wind,226.68,28.46
2024-09-28,Building B,Diesel,62.97,7.7
2024-09-28,Building C,Diesel,142.07,12.49
2024-09-28,Building D,Diesel,412.09,54.39
2024-09-28,Building A,Grid,140.06,16.8
2024-09-28,Building B,Wind,424.82,54.03
2024-09-28,Building C,Wind,212.42,17.8
2024-09-28,Building D,Grid,305.08,43.29
2024-09-29,Building A,Wind,147.56,12.05
2024-09-29,Building B,Solar,147.39,13.66
2024-09-29,Building C,Wind,142.86,20.9
2024-09-29,Building D,Diesel,373.99,41.91
2024-09-29,Building A,Diesel,320.82,29.38
2024-09-29,Building B,Diesel,266.08,32.4
2024-09-29,Building C,Grid,84.95,7.43
2024-09-29,Building D,Solar,433.71,53.5
2024-09-29,Building A,Solar,476.05,69.08
2024-09-29,Building B,Wind,250.28,32.79
2024-09-29,Building C,Grid,93.75,9.92
2024-09-29,Building D,Grid,486.92,64.24
2024-09-29,Building A,Wind,84.24,9.2
2024-09-29,Building B,Solar,183.86,15.16
2024-09-29,Building C,Solar,185.92,18.29
2024-09-29,Building D,Grid,104.15,12.97
2024-09-30,Building A,Solar,446.13,64.8
2024-09-30,Building B,Grid,56.45,4.86
2024-09-30,Building C,Grid,254.86,36.2
2024-09-30,Building D,Wind,171.53,22.16
2024-09-30,Building A,Diesel,78.48,10.08
2024-09-30,Building B,Grid,79.32,10.11
2024-09-30,Building C,Solar,66.72,7.36
2024-09-30,Building D,Diesel,235.59,34.89
2024-09-30,Building A,Solar,345.47,50.84
2024-09-30,Building B,Wind,369.46,48.15
2024-09-30,Building C,Grid,410.87,33.57
2024-09-30,Building D,Wind,483.44,45.04
2024-09-30,Building A,Diesel,414.66,62.08
2024-09-30,Building B,Solar,443.08,61.36
2024-09-30,Building C,Diesel,301.52,38.96
2024-09-30,Building D,Grid,372.01,49.1
2024-10-01,Building A,Wind,213.82,26.06
2024-10-01,Building B,Diesel,419.32,49.53
2024-10-01,Building C,Wind,346.37,36.71
2024-10-01,Building D,Grid,194.32,24.24
2024-10-01,Building A,Diesel,128.28,13.87
2024-10-01,Building B,Diesel,492.58,65.86
2024-10-01,Building C,Grid,416.4,55.22
2024-10-01,Building D,Diesel,354.07,38.43
2024-10-01,Building A,Diesel,88.9,8.69
2024-10-01,Building B,Grid,199.76,21.0
2024-10-01,Building C,Diesel,252.85,29.77
2024-10-01,Building D,Grid,450.38,46.86
2024-10-01,Building A,Grid,319.46,37.64
2024-10-01,Building B,Grid,432.99,52.03
2024-10-01,Building C,Grid,421.11,45.37
2024-10-01,Building D,Diesel,446.33,66.65
2024-10-02,Building A,Solar,283.81,34.14
2024-10-02,Building B,Wind,470.53,59.53
2024-10-02,Building C,Grid,382.87,48.96
2024-10-02,Building D,Wind,270.13,27.77
2024-10-02,Building A,Wind,296.8,31.95
2024-10-02,Building B,Diesel,148.58,15.54
2024-10-02,Building C,Diesel,359.51,53.62
2024-10-02,Building D,Grid,338.21,37.8
2024-10-02,Building A,Grid,372.29,53.06
2024-10-02,Building B,Solar,272.84,39.32
2024-10-02,Building C,Wind,158.83,17.22
2024-10-02,Building D,Grid,293.89,25.5
2024-10-02,Building A,Grid,60.58,4.98
2024-10-02,Building B,Solar,143.19,19.75
2024-10-02,Building C,Solar,80.16,8.95
2024-10-02,Building D,Solar,239.86,25.19
2024-10-03,Building A,Diesel,54.76,6.67
2024-10-03,Building B,Wind,224.49,21.23
2024-10-03,Building C,Diesel,328.67,47.45
2024-10-03,Building D,Solar,355.6,52.77
2024-10-03,Building A,Diesel,193.83,15.93
2024-10-03,Building B,Diesel,437.53,46.76
2024-10-03,Building C,Solar,240.22,29.09
2024-10-03,Building D,Wind,477.11,61.04
2024-10-03,Building A,Solar,220.99,32.57
2024-10-03,Building B,Solar,263.69,31.13
2024-10-03,Building C,Solar,160.43,22.16
2024-10-03,Building D,Solar,254.61,33.72
2024-10-03,Building A,Grid,321.62,36.29
2024-10-03,Building B,Wind,189.42,25.46
2024-10-03,Building C,Diesel,147.45,16.03
2024-10-03,Building D,Solar,357.72,43.48
2024-10-04,Building A,Solar,470.99,52.33
2024-10-04,Building B,Grid,258.43,33.29
2024-10-04,Building C,Diesel,410.59,48.24
2024-10-04,Building D,Solar,163.94,14.47
2024-10-04,Building A,Diesel,128.26,14.32
2024-10-04,Building B,Grid,67.92,8.29
2024-10-04,Building C,Diesel,99.35,9.02
2024-10-04,Building D,Solar,139.61,15.92
2024-10-04,Building A,Solar,224.29,29.63
2024-10-04,Building B,Grid,397.61,33.03
2024-10-04,Building C,Grid,150.54,21.16
2024-10-04,Building D,Diesel,152.93,16.99
2024-10-04,Building A,Solar,95.69,8.59
2024-10-04,Building B,Solar,247.14,26.11
2024-10-04,Building C,Diesel,59.24,6.92
2024-10-04,Building D,Wind,335.67,29.35
2024-10-05,Building A,Diesel,65.09,7.2
2024-10-05,Building B,Diesel,80.12,6.9
2024-10-05,Building C,Wind,263.58,30.44
2024-10-05,Building D,Grid,457.98,64.71
2024-10-05,Building A,Solar,60.85,5.24
2024-10-05,Building B,Grid,349.09,38.83
2024-10-05,Building C,Wind,300.82,34.13
2024-10-05,Building D,Grid,311.95,27.49
2024-10-05,Building A,Solar,154.51,13.95
2024-10-05,Building B,Grid,385.99,41.44
2024-10-05,Building C,Wind,77.0,10.41
2024-10-05,Building D,Solar,286.05,28.21
2024-10-05,Building A,Solar,186.5,25.51
2024-10-05,Building B,Wind,464.33,65.12
2024-10-05,Building C,Grid,134.9,15.28
2024-10-05,Building D,Diesel,146.36,13.48
2024-10-06,Building A,Solar,115.75,10.29
2024-10-06,Building B,Grid,437.53,37.08
2024-10-06,Building C,Solar,304.77,29.65
2024-10-06,Building D,Diesel,427.9,45.07
2024-10-06,Building A,Grid,422.59,45.83
2024-10-06,Building B,Diesel,69.31,7.1
2024-10-06,Building C,Diesel,62.45,7.93
2024-10-06,Building D,Wind,225.85,27.66
2024-10-06,Building A,Grid,386.87,34.4
2024-10-06,Building B,Diesel,340.72,45.27
2024-10-06,Building C,Grid,158.6,18.48
2024-10-06,Building D,Diesel,397.89,43.88
2024-10-06,Building A,Solar,237.79,28.37
2024-10-06,Building B,Grid,397.81,32.94
2024-10-06,Building C,Wind,226.97,25.54
2024-10-06,Building D,Wind,186.57,21.92
2024-10-07,Building A,Wind,463.7,64.86
2024-10-07,Building B,Diesel,280.15,29.98
2024-10-07,Building C,Grid,261.2,22.56
2024-10-07,Building D,Diesel,488.85,57.34
2024-10-07,Building A,Solar,163.22,16.12
2024-10-07,Building B,Wind,443.64,53.95
2024-10-07,Building C,Grid,190.87,27.37
2024-10-07,Building D,Grid,304.71,31.81
2024-10-07,Building A,Wind,136.33,14.1
2024-10-07,Building B,Diesel,175.33,21.36
2024-10-07,Building C,Grid,395.74,56.33
2024-10-07,Building D,Grid,411.01,52.68
2024-10-07,Building A,Grid,359.2,37.83
2024-10-07,Building B,Wind,142.01,15.96
2024-10-07,Building C,Grid,102.74,13.42
2024-10-07,Building D,Wind,337.37,31.85
2024-10-08,Building A,Wind,132.39,16.59
2024-10-08,Building B,Diesel,218.75,23.5
2024-10-08,Building C,Wind,469.62,52.66
2024-10-08,Building D,Wind,115.85,14.18
2024-10-08,Building A,Wind,105.99,11.27
2024-10-08,Building B,Diesel,51.47,4.8
2024-10-08,Building C,Wind,467.51,52.28
2024-10-08,Building D,Wind,280.0,30.64
2024-10-08,Building A,Wind,72.95,8.02
2024-10-08,Building B,Diesel,317.87,36.03
2024-10-08,Building C,Diesel,190.91,17.14
2024-10-08,Building D,Solar,212.6,28.93
2024-10-08,Building A,Solar,68.47,5.81
2024-10-08,Building B,Solar,296.82,29.32
2024-10-08,Building C,Solar,466.59,59.76
2024-10-08,Building D,Grid,67.97,8.58
2024-10-09,Building A,Solar,54.44,5.64
2024-10-09,Building B,Wind,177.88,17.23
2024-10-09,Building C,Grid,328.24,39.37
2024-10-09,Building D,Wind,467.53,48.97
2024-10-09,Building A,Grid,118.27,14.05
2024-10-09,Building B,Wind,393.06,36.17
2024-10-09,Building C,Diesel,141.41,17.41
2024-10-09,Building D,Grid,91.03,12.0
2024-10-09,Building A,Wind,414.3,36.76
2024-10-09,Building B,Grid,430.42,41.09
2024-10-09,Building C,Diesel,324.32,46.19
2024-10-09,Building D,Grid,175.76,14.1
2024-10-09,Building A,Wind,245.84,34.48
2024-10-09,Building B,Diesel,250.77,24.14
2024-10-09,Building C,Solar,233.84,25.98
2024-10-09,Building D,Grid,382.62,40.91
2024-10-10,Building A,Diesel,60.36,8.06
2024-10-10,Building B,Grid,446.81,51.12
2024-10-10,Building C,Wind,194.94,22.4
2024-10-10,Building D,Diesel,427.2,52.31
2024-10-10,Building A,Wind,115.03,9.83
2024-10-10,Building B,Diesel,125.77,13.62
2024-10-10,Building C,Grid,191.4,20.74
2024-10-10,Building D,Grid,371.72,53.12
2024-10-10,Building A,Diesel,320.2,36.14
2024-10-10,Building B,Solar,358.92,42.87
2024-10-10,Building C,Solar,253.51,34.48
2024-10-10,Building D,Diesel,307.25,32.31
2024-10-10,Building A,Solar,270.93,35.41
2024-10-10,Building B,Diesel,90.26,8.83
2024-10-10,Building C,Grid,171.1,24.61
2024-10-10,Building D,Wind,265.34,24.36
2024-10-11,Building A,Grid,430.66,63.97
2024-10-11,Building B,Wind,71.59,6.87
2024-10-11,Building C,Grid,91.57,11.78
2024-10-11,Building D,Solar,162.68,19.0
2024-10-11,Building A,Wind,253.9,25.52
2024-10-11,Building B,Diesel,175.33,25.27
2024-10-11,Building C,Grid,234.26,21.47
2024-10-11,Building D,Solar,154.32,13.34
2024-10-11,Building A,Solar,307.67,41.48
2024-10-11,Building B,Grid,179.71,20.29
2024-10-11,Building C,Diesel,452.71,43.7
2024-10-11,Building D,Grid,321.19,27.43
2024-10-11,Building A,Solar,171.07,23.06
2024-10-11,Building B,Solar,400.58,47.57
2024-10-11,Building C,Wind,375.44,34.05
2024-10-11,Building D,Grid,160.54,12.94
2024-10-12,Building A,Grid,394.86,45.78
2024-10-12,Building B,Solar,275.41,39.28
2024-10-12,Building C,Diesel,110.73,9.23
2024-10-12,Building D,Grid,430.94,41.77
2024-10-12,Building A,Wind,308.24,30.69
2024-10-12,Building B,Grid,254.72,33.04
2024-10-12,Building C,Grid,122.94,15.05
2024-10-12,Building D,Solar,80.18,8.53
2024-10-12,Building A,Solar,179.24,20.98
2024-10-12,Building B,Diesel,354.89,38.2
2024-10-12,Building C,Diesel,449.96,50.69
2024-10-12,Building D,Wind,403.87,48.64
2024-10-12,Building A,Diesel,388.23,45.28
2024-10-12,Building B,Diesel,125.1,17.52
2024-10-12,Building C,Grid,412.18,38.94
2024-10-12,Building D,Wind,428.88,37.78
2024-10-13,Building A,Diesel,222.16,22.43
2024-10-13,Building B,Solar,191.55,17.99
2024-10-13,Building C,Solar,147.01,19.74
2024-10-13,Building D,Grid,252.47,30.63
2024-10-13,Building A,Grid,342.08,34.6
2024-10-13,Building B,Grid,114.04,16.31
2024-10-13,Building C,Diesel,163.81,17.68
2024-10-13,Building D,Diesel,217.21,20.49
2024-10-13,Building A,Grid,237.11,19.82
2024-10-13,Building B,Grid,453.67,65.6
2024-10-13,Building C,Wind,218.32,22.82
2024-10-13,Building D,Diesel,449.17,63.35
2024-10-13,Building A,Solar,319.21,33.46
2024-10-13,Building B,Diesel,68.24,10.15
2024-10-13,Building C,Diesel,80.49,8.31
2024-10-13,Building D,Wind,464.89,42.59
2024-10-14,Building A,Solar,115.67,15.01
2024-10-14,Building B,Wind,76.95,8.9
2024-10-14,Building C,Wind,60.86,6.59
2024-10-14,Building D,Diesel,206.12,21.2
2024-10-14,Building A,Wind,72.91,8.47
2024-10-14,Building B,Solar,447.59,59.57
2024-10-14,Building C,Diesel,393.64,32.49
2024-10-14,Building D,Solar,499.39,45.31
2024-10-14,Building A,Diesel,198.57,25.81
2024-10-14,Building B,Wind,114.78,15.31
2024-10-14,Building C,Grid,91.94,9.83
2024-10-14,Building D,Diesel,149.11,12.39
2024-10-14,Building A,Solar,479.1,44.85
2024-10-14,Building B,Grid,237.92,32.79
2024-10-14,Building C,Grid,242.11,29.0
2024-10-14,Building D,Grid,50.26,4.25
2024-10-15,Building A,Solar,169.48,19.28
2024-10-15,Building B,Solar,148.59,21.41
2024-10-15,Building C,Grid,466.17,53.4
2024-10-15,Building D,Solar,351.24,48.06
2024-10-15,Building A,Wind,327.56,48.66
2024-10-15,Building B,Diesel,480.05,47.08
2024-10-15,Building C,Wind,334.19,34.37
2024-10-15,Building D,Grid,350.49,48.53
2024-10-15,Building A,Wind,412.79,55.51
2024-10-15,Building B,Grid,151.79,12.38
2024-10-15,Building C,Diesel,172.48,25.15
2024-10-15,Building D,Wind,274.49,35.88
2024-10-15,Building A,Diesel,73.08,8.87
2024-10-15,Building B,Wind,97.92,8.85
2024-10-15,Building C,Grid,430.02,40.99
2024-10-15,Building D,Grid,258.96,23.49
2024-10-16,Building A,Solar,363.82,41.99
2024-10-16,Building B,Diesel,384.14,42.01
2024-10-16,Building C,Wind,184.59,17.9
2024-10-16,Building D,Diesel,476.82,60.27
2024-10-16,Building A,Wind,466.76,39.2
2024-10-16,Building B,Diesel,416.78,37.84
2024-10-16,Building C,Diesel,490.26,50.68
2024-10-16,Building D,Wind,103.2,9.96
2024-10-16,Building A,Diesel,467.53,50.37
2024-10-16,Building B,Grid,232.39,32.41
2024-10-16,Building C,Wind,159.46,21.74
2024-10-16,Building D,Wind,121.64,12.52
2024-10-16,Building A,Diesel,433.94,37.77
2024-10-16,Building B,Solar,408.29,32.91
2024-10-16,Building C,Diesel,271.69,23.49
2024-10-16,Building D,Grid,496.33,39.78
2024-10-17,Building A,Grid,64.71,6.5
2024-10-17,Building B,Wind,355.43,51.28
2024-10-17,Building C,Wind,349.73,30.12
2024-10-17,Building D,Grid,451.8,46.59
2024-10-17,Building A,Solar,498.34,42.74
2024-10-17,Building B,Solar,326.46,44.89
2024-10-17,Building C,Grid,405.29,57.87
2024-10-17,Building D,Diesel,98.39,11.96
2024-10-17,Building A,Solar,424.31,42.39
2024-10-17,Building B,Solar,258.05,36.04
2024-10-17,Building C,Grid,339.56,43.8
2024-10-17,Building D,Solar,273.39,26.15
2024-10-17,Building A,Wind,64.42,9.0
2024-10-17,Building B,Grid,362.71,49.59
2024-10-17,Building C,Wind,478.27,48.52
2024-10-17,Building D,Diesel,238.09,34.56
2024-10-18,Building A,Wind,349.81,33.14
2024-10-18,Building B,Diesel,116.92,10.62
2024-10-18,Building C,Solar,76.44,10.8
2024-10-18,Building D,Grid,98.45,10.97
2024-10-18,Building A,Grid,375.25,37.44
2024-10-18,Building B,Wind,359.48,43.33
2024-10-18,Building C,Diesel,245.9,21.78
2024-10-18,Building D,Wind,471.85,44.68
2024-10-18,Building A,Diesel,345.28,36.43
2024-10-18,Building B,Diesel,136.17,11.52
2024-10-18,Building C,Solar,428.5,58.38
2024-10-18,Building D,Diesel,133.95,15.38
2024-10-18,Building A,Diesel,402.68,56.53
2024-10-18,Building B,Diesel,109.81,11.3
2024-10-18,Building C,Diesel,346.28,50.93
2024-10-18,Building D,Grid,53.35,7.19
2024-10-19,Building A,Wind,237.11,27.05
2024-10-19,Building B,Wind,116.68,16.56
2024-10-19,Building C,Grid,280.75,32.2
2024-10-19,Building D,Wind,458.29,59.79
2024-10-19,Building A,Diesel,67.3,5.43
2024-10-19,Building B,Wind,370.11,50.34
2024-10-19,Building C,Wind,201.73,17.62
2024-10-19,Building D,Grid,144.98,14.97
2024-10-19,Building A,Wind,288.89,41.1
2024-10-19,Building B,Grid,245.72,35.99
2024-10-19,Building C,Solar,254.73,33.2
2024-10-19,Building D,Wind,292.46,38.87
2024-10-19,Building A,Solar,178.02,14.46
2024-10-19,Building B,Solar,263.53,37.28
2024-10-19,Building C,Diesel,461.35,56.57
2024-10-19,Building D,Grid,465.39,64.43
2024-10-20,Building A,Grid,252.17,25.47
2024-10-20,Building B,Solar,417.53,52.94
2024-10-20,Building C,Wind,227.67,18.28
2024-10-20,Building D,Grid,68.24,10.01
2024-10-20,Building A,Diesel,157.54,12.63
2024-10-20,Building B,Solar,481.39,65.55
2024-10-20,Building C,Wind,290.87,41.58
2024-10-20,Building D,Diesel,57.35,8.07
2024-10-20,Building A,Wind,396.01,50.07
2024-10-20,Building B,Diesel,494.99,46.99
2024-10-20,Building C,Wind,400.85,56.07
2024-10-20,Building D,Diesel,302.34,31.14
2024-10-20,Building A,Grid,56.4,6.21
2024-10-20,Building B,Wind,341.08,49.89
2024-10-20,Building C,Solar,94.76,13.76
2024-10-20,Building D,Wind,126.06,12.66
2024-10-21,Building A,Wind,237.01,33.99
2024-10-21,Building B,Grid,378.12,39.82
2024-10-21,Building C,Wind,189.27,22.33
2024-10-21,Building D,Solar,84.3,7.66
2024-10-21,Building A,Solar,433.86,34.81
2024-10-21,Building B,Grid,79.69,10.67
2024-10-21,Building C,Wind,484.31,42.59
2024-10-21,Building D,Diesel,201.89,23.22
2024-10-21,Building A,Diesel,279.85,31.82
2024-10-21,Building B,Wind,403.47,42.34
2024-10-21,Building C,Solar,208.96,22.39
2024-10-21,Building D,Grid,295.39,28.81
2024-10-21,Building A,Solar,459.91,56.76
2024-10-21,Building B,Solar,496.46,45.36
2024-10-21,Building C,Wind,122.15,16.74
2024-10-21,Building D,Grid,265.41,38.41
2024-10-22,Building A,Wind,63.41,8.86
2024-10-22,Building B,Diesel,96.61,11.19
2024-10-22,Building C,Diesel,145.56,13.58
2024-10-22,Building D,Diesel,398.06,52.68
2024-10-22,Building A,Solar,489.26,64.64
2024-10-22,Building B,Diesel,300.86,33.71
2024-10-22,Building C,Wind,339.14,31.86
2024-10-22,Building D,Solar,66.37,6.18
2024-10-22,Building A,Wind,57.7,7.3
2024-10-22,Building B,Wind,341.92,37.3
2024-10-22,Building C,Solar,486.31,68.25
2024-10-22,Building D,Solar,110.34,9.57
2024-10-22,Building A,Solar,316.8,35.84
2024-10-22,Building B,Wind,103.89,14.21
2024-10-22,Building C,Wind,160.72,18.9
2024-10-22,Building D,Diesel,182.05,25.51
2024-10-23,Building A,Solar,472.57,59.8
2024-10-23,Building B,Grid,363.16,49.79
2024-10-23,Building C,Grid,176.3,24.59
2024-10-23,Building D,Solar,488.81,51.55
2024-10-23,Building A,Diesel,188.77,19.06
2024-10-23,Building B,Solar,61.77,6.17
2024-10-23,Building C,Grid,370.31,52.16
2024-10-23,Building D,Solar,213.14,18.47
2024-10-23,Building A,Wind,395.6,40.46
2024-10-23,Building B,Solar,132.18,12.54
2024-10-23,Building C,Solar,154.18,15.32
2024-10-23,Building D,Solar,415.21,49.17
2024-10-23,Building A,Wind,457.84,57.71
2024-10-23,Building B,Solar,452.9,60.08
2024-10-23,Building C,Solar,190.35,26.93
2024-10-23,Building D,Solar,346.05,34.2
2024-10-24,Building A,Solar,111.6,9.66
2024-10-24,Building B,Solar,98.07,11.12
2024-10-24,Building C,Diesel,414.28,44.92
2024-10-24,Building D,Solar,168.93,20.5
2024-10-24,Building A,Grid,86.9,7.98
2024-10-24,Building B,Solar,333.88,27.1
2024-10-24,Building C,Grid,377.94,33.59
2024-10-24,Building D,Grid,495.34,39.81
2024-10-24,Building A,Wind,309.51,40.57
2024-10-24,Building B,Grid,271.69,26.26
2024-10-24,Building C,Diesel,144.95,18.36
2024-10-24,Building D,Grid,421.26,42.33
2024-10-24,Building A,Grid,232.03,28.16
2024-10-24,Building B,Wind,171.21,21.08
2024-10-24,Building C,Solar,368.11,36.02
2024-10-24,Building D,Diesel,50.65,4.46
2024-10-25,Building A,Grid,386.05,49.57
2024-10-25,Building B,Grid,416.5,50.24
2024-10-25,Building C,Grid,109.6,9.08
2024-10-25,Building D,Grid,385.2,50.53
2024-10-25,Building A,Diesel,109.83,10.46
2024-10-25,Building B,Solar,308.56,38.76
2024-10-25,Building C,Solar,423.49,34.29
2024-10-25,Building D,Solar,203.61,22.66
2024-10-25,Building A,Grid,375.94,50.75
2024-10-25,Building B,Wind,196.3,21.35
2024-10-25,Building C,Wind,249.54,23.48
2024-10-25,Building D,Grid,143.05,14.98
2024-10-25,Building A,Grid,270.46,39.61
2024-10-25,Building B,Diesel,72.02,5.78
2024-10-25,Building C,Diesel,121.37,16.35
2024-10-25,Building D,Solar,386.75,45.13
2024-10-26,Building A,Grid,236.03,33.44
2024-10-26,Building B,Grid,177.55,16.4
2024-10-26,Building C,Solar,262.96,35.07
2024-10-26,Building D,Solar,313.92,32.76
2024-10-26,Building A,Grid,252.2,32.33
2024-10-26,Building B,Wind,427.76,63.07
2024-10-26,Building C,Wind,122.21,11.66
2024-10-26,Building D,Grid,57.72,5.56
2024-10-26,Building A,Diesel,223.06,33.25
2024-10-26,Building B,Grid,99.42,12.97
2024-10-26,Building C,Wind,360.46,35.7
2024-10-26,Building D,Wind,385.88,31.42
2024-10-26,Building A,Solar,158.55,15.82
2024-10-26,Building B,Grid,390.98,49.57
2024-10-26,Building C,Grid,332.38,49.33
2024-10-26,Building D,Solar,117.09,9.53
2024-10-27,Building A,Diesel,305.58,24.48
2024-10-27,Building B,Grid,134.32,17.63
2024-10-27,Building C,Diesel,163.03,22.22
2024-10-27,Building D,Grid,332.98,42.25
2024-10-27,Building A,Wind,93.24,10.54
2024-10-27,Building B,Grid,450.62,46.29
2024-10-27,Building C,Wind,210.6,28.04
2024-10-27,Building D,Wind,271.92,29.95
2024-10-27,Building A,Solar,360.38,31.43
2024-10-27,Building B,Grid,154.09,21.67
2024-10-27,Building C,Grid,260.19,30.56
2024-10-27,Building D,Solar,96.18,14.36
2024-10-27,Building A,Diesel,373.29,35.63
2024-10-27,Building B,Grid,148.31,12.87
2024-10-27,Building C,Wind,55.26,6.69
2024-10-27,Building D,Solar,496.09,62.02
2024-10-28,Building A,Diesel,451.9,39.11
2024-10-28,Building B,Grid,325.3,28.15
2024-10-28,Building C,Wind,405.99,47.74
2024-10-28,Building D,Grid,69.88,8.96
2024-10-28,Building A,Grid,345.78,44.51
2024-10-28,Building B,Solar,466.8,53.34
2024-10-28,Building C,Grid,408.08,58.0
2024-10-28,Building D,Solar,89.92,10.86
2024-10-28,Building A,Wind,50.04,6.44
2024-10-28,Building B,Wind,389.0,46.27
2024-10-28,Building C,Grid,62.1,5.39
2024-10-28,Building D,Solar,350.28,32.74
2024-10-28,Building A,Grid,155.4,12.92
2024-10-28,Building B,Grid,138.14,13.07
2024-10-28,Building C,Grid,182.75,15.4
2024-10-28,Building D,Diesel,151.53,13.55
2024-10-29,Building A,Solar,376.58,49.21
2024-10-29,Building B,Wind,332.21,47.04
2024-10-29,Building C,Wind,425.64,46.92
2024-10-29,Building D,Solar,425.13,38.74
2024-10-29,Building A,Diesel,53.43,5.68
2024-10-29,Building B,Grid,358.0,51.02
2024-10-29,Building C,Solar,88.17,8.03
2024-10-29,Building D,Solar,119.18,10.44
2024-10-29,Building A,Grid,364.86,33.43
2024-10-29,Building B,Wind,448.87,40.86
2024-10-29,Building C,Grid,479.13,52.58
2024-10-29,Building D,Diesel,175.63,17.25
2024-10-29,Building A,Grid,466.8,63.43
2024-10-29,Building B,Solar,138.32,13.93
2024-10-29,Building C,Diesel,467.26,65.99
2024-10-29,Building D,Solar,408.47,36.3
2024-10-30,Building A,Solar,153.38,19.79
2024-10-30,Building B,Solar,302.03,32.51
2024-10-30,Building C,Grid,73.77,6.83
2024-10-30,Building D,Grid,409.52,39.66
2024-10-30,Building A,Solar,278.79,34.15
2024-10-30,Building B,Solar,158.67,18.83
2024-10-30,Building C,Wind,286.28,24.78
2024-10-30,Building D,Wind,199.43,17.86
2024-10-30,Building A,Grid,69.81,7.98
2024-10-30,Building B,Grid,112.87,15.27
2024-10-30,Building C,Solar,283.08,35.03
2024-10-30,Building D,Solar,239.96,29.84
2024-10-30,Building A,Solar,381.98,39.16
2024-10-30,Building B,Grid,356.6,53.31
2024-10-30,Building C,Wind,63.48,8.48
2024-10-30,Building D,Solar,398.89,51.2
2024-10-31,Building A,Solar,87.64,8.02
2024-10-31,Building B,Solar,87.18,8.14
2024-10-31,Building C,Solar,247.54,35.3
2024-10-31,Building D,Wind,75.76,9.41
2024-10-31,Building A,Solar,373.65,55.74
2024-10-31,Building B,Wind,220.57,19.42
2024-10-31,Building C,Wind,388.64,38.19
2024-10-31,Building D,Solar,295.6,26.71
